,asin,name,category,description,price,rating,No_of_Rating
3531,B00700H128,"Hydra-Repair Wrinkle Cream for Face (Post Peel), Anti Wrinkle Cream with Matrixyl 3000, Argireline, Hyaluronic Acid, and Natural Botanical Extracts - Perfect Image",Skin Care,"Special Ingredients


Hyaluronic Acid




Item Form


Cream




Brand


Perfect Image




Skin Type


Dry




Age Range (Description)


Adult",29.95 ,4.2,544
3532,B00703QGQM,"IT Cosmetics Heavenly Luxe Complexion Perfection Brush #7 - Foundation & Concealer Brush in One - Soft, Bristles - Pro-Hygienic & Ideal for Sensitive Skin",Tools & Accessories,"Brand


It Cosmetics




Material


Plastic




Item Form


Wand




Item Dimensions LxWxH


7.09 x 1.18 x 7.09 inches




Item Weight


0.03 Pounds




Recommended Uses For Product


Concealer Brush, Foundation Brush




Skin Type


Sensitive




Age Range (Description)


Adult",38.69 ,4.7,1070
3533,B0070TSNTY,"Everyone Lotion, Lavender and Aloe, 32 Ounce, 3 in1 hand,face,body",Skin Care,"Item Form


Lotion




Brand


Everyone




Age Range (Description)


Adult




Scent


Lavender and Aloe




Skin Tone


All",7.08 ,4.7,624
3534,B0070WVEWE,MapofBeauty Men's Short Straight Wig Cosplay Costume Wig (Black),Costumes & Accessories,"Color


Black




Brand


MapofBeauty




Hair Type


Straight




Material


Synthetic




Item Dimensions LxWxH


7.48 x 6.3 x 1.77 inches",12.99 ,4.3,5096
3535,B007124J9I,"Belloccio Professional Beauty Airbrush Cosmetic Makeup System with 4 Fair Shades of Foundation in 1/4 Ounce Bottles - Kit Includes Blush, Bronzer and Highlighters",Makeup,"Brand


Belloccio




Color


4 Fair Shades




Material


Rubber




Item Form


Spray




Item Weight


3.5 Pounds




Recommended Uses For Product


Blush, Foundation




Age Range (Description)


Adult",99.99 ,4.0,2342
3536,B007152I9S,Kiss Me Heroine Make Long and Curl Mascara N 01.Black 6g,Makeup,"Product Benefits


Curling, Moisturizing




Country/Region Of Origin


Japan




Is Waterproof


True




Unit Count


1 Count




Brand


Kiss me heroine make",16.28 ,4.2,578
3537,B0071900NU,ModelSupplies Rapid Brow Formula Eyebrows Growth,Makeup,"Ingredients


Castor Oil, Shea Oil, Jojoba Oil, Nettle, Horse Chestnut, Vitamin E Oil, Black Castor Oil, Tea Tree Oil, Horsetail Extract, DMAE, Biotin, Sodium Hyaluronate, Copper Peptides, Niacinamide, Allantoin, Zinc Gluconate, Aloe Oil, Polysorbate, Lemon Oil, ROE. Proprietary formula.Castor Oil, Shea Oil, Jojoba Oil, Nettle, Horse Chestnut, Vitamin E Oil, Black Castor Oil, Tea Tree Oil, Horsetail Extract, DMAE, Biotin, Sodium Hyaluronate…

See more





Brand


ModelSupplies




Item Form


Lotion




Active Ingredients


Tea_tree_oil, Peptides, Vitamin_e




Age Range (Description)


Adult",19.99 ,2.7,100
3538,B0071DQOXQ,Enjoy Hair Mask 8 Ounce / 230 Grams,Hair Care,"Brand


Enjoy




Hair Type


Dry




Liquid Volume


250 Milliliters




Item Dimensions LxWxH


7.9 x 3 x 3 inches




Product Benefits


Shining",24.82 ,4.7,551
3539,B0071GQ78U,"NIVEA Intense Healing Body Lotion, 72 Hour Moisture for Dry to Very Dry Skin, 16.9 Fl Oz Pump Bottle",Skin Care,"Item Form


Lotion




Brand


NIVEA




Skin Type


Dry




Age Range (Description)


Adult




Skin Tone


Dry skin",4.94 ,4.7,13093
3540,B0071HIE94,ACURE Dry Shampoo - All Hair Types | 100% Vegan | Certified Organic | Rosemary & Peppermint - Absorbs Oil & Removes Impurities Without Water | 1.7 Fl Oz,Hair Care,"Brand


Acure




Ingredients


Zea mays (corn starch)*, maranta arundinacea (arrowroot) powder*, kaolin clay, sodium bicarbonate, rosmarinus officinalis (rosemary) oil*, mentha piperita (peppermint) oil*. *organic ingredientZea mays (corn starch)*, maranta arundinacea (arrowroot) powder*, kaolin clay, sodium bicarbonate, rosmarinus officinalis (rosemary) oil*,…

See more





Scent


Peppermint, Rosemary




Item Form


Oil




Hair Type


Oily",6.99 ,4.1,2706
3541,B0071K229E,Herbal Essences Set Me Up Heat Protection Spray Hair Care 5.4 Fl Oz,Hair Care,"Scent


Lily




Brand


Herbal Essences




Item Form


Spray




Ingredients


Water/Eau, Alcohol, Isododecane, Disiloxane, Glycerin, Vp/Va Copolymer, Fragrance/Parfum, Polyquaternium-16, Dimethicone, Ethylhexyl Methoxycinnamate, Dimethiconol, Green 6, Violet 2.Water/Eau, Alcohol, Isododecane, Disiloxane, Glycerin, Vp/Va Copolymer, Fragrance/Parfum, Polyquaternium-16, Dimethicone, Ethylhexyl Metho…

See more





Product Benefits


Heat Protection",9.98 ,3.8,39
3542,B0071OF8CI,"Medicine Mama's Apothecary Sweet Bee Magic All In One Healing Skin Cream, 4 Ounce",Skin Care,"Item Form


Cream




Brand


Medicine Mama's Apothecary




Skin Type


Acne-prone skin, Irritated skin, Sensitive, Dry




Age Range (Description)


Adult




Scent


Fragrance free",26.70 ,4.6,1131
3543,B0071Q5PL0,"Vmagic by Medicine Mama’s Apothecary – Organic Vulva Cream, Intimate Skin Care, Menopause Support - Relieves Feminine Dryness, Itching, Burning, Redness, Irritation – Hormone Free — 2 Oz",Health Care,"Special Ingredients


Avocado Oil




Item Form


Cream




Brand


Medicine Mama's Apothecary




Skin Type


Sensitive, Dry




Age Range (Description)


Adult",23.64 ,4.4,7824
3544,B0072FSMFG,"NYX PROFESSIONAL MAKEUP Matte Bronzer, Light",Makeup,"Color


Light




Brand


NYX PROFESSIONAL MAKEUP




Ingredients


Talc, Magnesium Stearate, Dimethicone, Isopropyl Isostearate, Pentaerythrityl Tetraisostearate, Petrolatum, Silica Dimethyl Silylate, Methylparaben, Propylparaben. MAY CONTAIN / PEUT CONTENIR (+/-): Mica, Iron Oxides ( CI 77491, 77492, 77499 ).Talc, Magnesium Stearate, Dimethicone, Isopropyl Isostearate, Pentaerythrityl Tetraisostearate, Petrolatum, Silica Dimethyl Silylate, Methylparaben,…

See more





Finish Type


Matte




Item Weight


0.01 Kilograms",7.35 ,4.5,7667
3545,B0072FTOW6,"NYX PROFESSIONAL MAKEUP Shine Killer Mattifying Primer, Vegan Face Primer (Packaging May Vary)",Makeup,"Color


Clear




Brand


NYX PROFESSIONAL MAKEUP




Ingredients


Primer




Coverage


Full




Skin Tone


All",9.33 ,4.3,2924
3546,B0072HXAD8,Marrakesh KaHm Daily Smoothing Treatment - 60ml/2oz,Hair Care,"Scent


Earthy




Brand


Earthly Body




Product Benefits


Improves internal strength and locks in smoothness to create stick straight hair or soft, manageable curls & waves.Improves internal strength and locks in smoothness to create stick straight hair or soft, mana…

See more





Hair Type


All




Liquid Volume


2 Fluid Ounces",20.99 ,4.8,274
3547,B0072UDL0M,"AVEDA Invati Exfoliating Shampoo, 6.7 Fluid Ounce, 6.7 Fl Oz",Hair Care,"Brand


Aveda




Hair Type


All




Liquid Volume


200 Milliliters




Item Weight


0.5 Pounds




Item Dimensions LxWxH


9 x 6 x 3 inches",49.14 ,4.0,229
3548,B0072XR560,"Motions Naturally You, Radiating Hair Gloss, 5.8 Ounce",Makeup,"Brand


Motions




Product Benefits


Shining




Hair Type


All




Liquid Volume


170 Milliliters",24.99 ,3.7,42
3549,B0072XRJ20,"Motions Naturally You! Moisturizing Cleanser, 8 oz",Hair Care,"Brand


Motions




Special Ingredients


Coconut,Shea




Scent


Coconut




Skin Type


Dry




Age Range (Description)


Adult",15.99 ,3.7,38
3550,B0072XT8BA,"Motions Hair Pudding - with Shea Butter, Coconut and Avocado Oils - 8 oz",Hair Care,"Brand


Motions




Item Form


Cream




Product Benefits


Shining




Hair Type


Kinky-Curly-Wavy




Liquid Volume


8 Fluid Ounces",24.99 ,4.1,100
3551,B0072XUY7W,"Motions Naturally You! Deep Conditioning Masque, 8 oz",Hair Care,"Brand


Motions




Scent


Coconut




Hair Type


Dry-&-Damaged




Liquid Volume


8 Fluid Ounces




Item Dimensions LxWxH


3.7 x 3.7 x 2.7 inches",12.95 ,3.8,91
3552,B0073ANH14,"Dark Spot Corrector Face Serum for Even Skin Tone by L’Oreal Paris, Youth Code Anti-Aging Serum, Non-greasy, 1.0 oz",Skin Care,"Ingredients


781829/24: Aqua/Water, Glycerin, Butylene Glycol, Dimethicone, Niacinamide, C12-15 Alkyl Benzoate, Alcohol Denat., Ascorbyl Glucoside, Hydroxyethylpiperazine Ethane Sulfonic Acid, C13-14 Isoparaffin, Peg-100 Stearate, Stearic Acid, Potassium Hydroxide, Glyceryl Stearate, Triethanolamine, Sodium Citrate, Sodium Hyaluronate, Palmitic Acid, Adenosine, Disodium Edta, Laureth-7, Xanthan Gum, Oxothiazolidinecarboxylic Acid, Castanea Sativa/Chestnut Seed Extract, Ethylhexyl Hydroxystearate, Polyacrylamide, Cetyl Alcohol, Tocopheryl Acetate, Phenoxyethanol, Ci 77163/Bismuth Oxychloride, Limonene, Parfum/Fragrance, F.I.L. #B48619/1.781829/24: Aqua/Water, Glycerin, Butylene Glycol, Dimethicone, Niacinamide, C12-15 Alkyl Benzoate, Alcohol Denat., Ascorbyl Glucoside, Hydroxyethylpip…

See more





Product Benefits


Anti-Aging, Cleansing




Brand


L'Oreal Paris




Item Form


Serum




Item Weight


0.2 Pounds",17.98 ,4.4,1206
3553,B0073B3BUU,Pantene Pro-V Color Revival Radiant Conditioner With Pump 32 Ounce,Hair Care,"Brand


Pantene




Scent


Revival




Hair Type


Color Treated




Liquid Volume


33.8




Ingredients


Water, Stearyl Alcohol, Behentrimonium Methosulfate, Cetyl Alcohol, Fragrance, BIS-Aminopropyl Dimethicone, Isopropyl Alcohol, Benzyl Alcohol, Disodium EDTA, Panthenol, Panthenyl Ethyl Ether, Methylchloroisothiazolinone, MethylisothiazolinoneWater, Stearyl Alcohol, Behentrimonium Methosulfate, Cetyl Alcohol, Fragrance, BIS-Aminopropyl Dimethicone, Isopropyl Alcohol, Benzyl Alcohol, Diso…

See more",8.49 ,3.8,21
3554,B0073FET84,Davines Vegetarian Miracle Conditioner,Hair Care,"Brand


Davines




Hair Type


Damaged




Liquid Volume


250 Milliliters




Item Dimensions LxWxH


3 x 3 x 3 inches




Product Benefits


Hair is left softer, shinier and easier to comb.",39.00 ,4.5,869
3555,B0073P01RC,COTZ Face Prime & Protect Tinted Mineral Sunscreen and Facial Primer Broad Spectrum SPF 40; PA+++,Skin Care,"Ingredients


Titanium dioxide (8%), zinc oxide (3.8%) , Alumina, Cyclopentasiloxane, Dimethicone, Dimethicone Crosspolymer, Dimethicone/Vinyl Dimethicone Crosspolymer, Dimethiconol, Lauryl PEG/PPG-18/18 Methicone, Methicone, PEG-10 DimethiconeTitanium dioxide (8%), zinc oxide (3.8%) , Alumina, Cyclopentasiloxane, Dimethico…

See more





Scent


Unscented




Product Benefits


Sheer SPF 40 Broad Spectrum reflects UV rays. Sheer tint primer. Reef-friendly. Water resistant 80 minutes.Sheer SPF 40 Broad Spectrum reflects UV rays. Sheer tint primer. Reef-friendly. Water res…

See more





Sun Protection


40 SPF




Item Weight


0.15 Pounds",26.50 ,4.6,2175
3556,B0073SBEPC,TRESemme Split Remedy Shampoo Split End,Hair Care,"Brand


TRESemmé




Hair Type


Damaged




Liquid Volume


25 Fluid Ounces




Item Weight


1.98 Pounds




Ingredients


Water, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Glycol Distearate, Hydrolyzed Keratin, Panthenol, Tocopheryl Acetate, Ascorbic Acid, Niacinamide, Biotin, Cocamide Mea, Sodium Chloride, Guar Hydroxypropyltrimonium Chloride, Polyquaternium-47, Disodium EDTA, PVM/MA Copolymer, Polysorbate 20, Polyquaternium-28, DMDM Hydantoin, Fragrance.Water, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Glycol Distearate, Hydrolyzed Keratin, Panthenol, Tocopheryl Acetate, Ascorbic Acid, Niacin…

See more",18.97 ,4.1,37
3557,B0073SBK4M,"John Frieda Precision Foam Permanent Color, Fiery Copper Sands, 6 Fluid Ounce",Hair Care,"Color


Fiery Copper Sands




Brand


John Frieda




Item Form


Foam",8.95 ,4.4,247
3558,B0074BZP80,"Curls Unleashed Rosemary and Coconut Sulfate-Free Shampoo, 12 oz (Pack of 4)",Hair Care,"Brand


Curls Unleashed




Scent


Rosemary,coconut




Hair Type


Curly




Liquid Volume


12 Fluid Ounces




Recommended Uses For Product


All Hair Types,Curly Hair",16.95 ,4.6,210
3559,B0074OLDLK,"Katy Perry Meow Eau De Parfum Spray for Women, 3.3 Ounce",Fragrance,"Brand


Katy Perry




Scent


Katy Perry MEOW




Item Form


Spray




Item Weight


0.1 Kilograms




Item Volume


100 Milliliters",43.89 ,4.6,6687
3560,B00752ZINU,"Diane Hair Bobby Pins for Women – 1 lb Bulk Pack, Approximately 742 Pins – Medium / Small 2” Crimped Design with Ball Tips, Black, D454",Hair Care,"Color


BLACK




Brand


Diane




Material


Metal




Hair Type


Thin




Pattern


Solid",6.19 ,4.7,557
3561,B00752ZKSS,"Diane D417 Curved Jumbo Pin, Black",Hair Care,"Color


Black




Brand


Diane




Material


Rubber




Hair Type


All




Item Dimensions LxWxH


2.75 x 0.06 x 0.19 inches",6.69 ,4.2,480
3562,B0075OYO10,Mary Kay Lash Love Mascara in BLACK,Makeup,"Color


I Love Black




Product Benefits


Separating, Curling, Lifting, Lengthening




Ingredients


Dimethicone, Panthenol, Tocopheryl Acetate (Vitamin E Acetate)




Country/Region Of Origin


United States




Package Type


Box",17.90 ,4.5,587
3563,B00766SG7A,"Wet n Wild MegaLast Lip Color, Cherry Picking [965] 1 ea",Makeup,"Brand


Wet 'n' Wild




Item Form


Cream




Finish Type


Matte




Item Weight


3.12 Grams




Item Dimensions LxWxH


0.75 x 0.75 x 3.03 inches",7.01 ,4.6,215
3564,B0076J9RZW,Ivory Original Bath Size Bars 3.1oz Triple Pack (Pack of 7),Skin Care,"Item Form


Bar




Brand


Ivory




Scent


Original




Unit Count


21.7 Oz",20.83 ,4.7,458
3565,B0076P7R1W,Lemongrass and Tea Tree Oil Soap Bar 5 Ounces- Pack of Two,Skin Care,"Item Form


Bar




Brand


Nubian Heritage




Scent


Lemongrass,Tea Tree




Skin Type


Oily




Ingredients


100% Vegetable Soap: Butyrospermum parkii (shea butter)*, coconut oil* and/or palm oil, theobroma cacao (cocoa) seed butter*, lemongrass oil, tea tree oil, vegetable glycerin, orange peel, tocopherol (vitamin E), orange oil, mineral pigment or vegetable color, Natural fragrance and/or essential oil*Certified Organic Ingredients

See more",12.74 ,4.4,68
3566,B0076XEQJ0,eos Essential Hand Lotion - Cucumber | 24 Hour Moisture | 1.5 oz.,"Foot, Hand & Nail Care","Item Form


Lotion




Brand


Eos




Skin Type


Sensitive




Age Range (Description)


Adult




Scent


Cucumber",1.00 ,4.3,226
3567,B00772AKMM,Aztec Secret - Indian Healing Clay - 2 lb. | Deep Pore Cleansing Facial & Body Mask | The Original 100% Natural Calcium Bentonite Clay – New! Version 2,Skin Care,"Brand


Aztec Secret




Ingredients


Natural Calcium Bentonite (Green) Clay




Skin Type


Sensitive




Scent


Bentonite Clay




Product Benefits


Cleansing",19.95 ,4.7,18411
3568,B00774V4P2,"White Egret Topical Magnesium Spray Sensitive Skin, 8 Fluid Ounce",Vitamins & Dietary Supplements,"Brand


White Egret




Ingredients


Ionic magnesium chloride harvested from the pristine waters of Utahs ancient inland sea the Great Salt Lake.Ionic magnesium chloride harvested from the pristine waters of Utahs ancient inland sea the Great Salt Lake.

See more





Material Type Free


GMO Free, Gluten Free




Product Benefits


Soothe




Dosage Form


Spray",13.42 ,3.8,103
3569,B007867TQW,Kanechom Ceramidas Hair Moisturizing Cream 35.2oz (EACH PACKAGE SEALED!!!!!!),Hair Care,"Brand


Kanechom




Hair Type


Dry




Ingredients


Ceramidas cream




Item Dimensions LxWxH


5.91 x 3.94 x 3.54 inches




Product Benefits


Shining",12.98 ,4.1,99
3570,B0078PXU7U,SexyHair Big Powder Play Volumizing & Texturizing Powder| Colorless on Hair | Fragrance Free | Instant Lift,Hair Care,"Scent


Unscented




Brand


SexyHair




Item Form


Powder




Product Benefits


Translucent powder does not show up in hair.




Hair Type


Styling Hair Powder",18.95 ,4.5,11055
3571,B0079HNKLI,Smashbox Camera Ready BB Cream Spf 35# Light/Medium 1.0 Ounce,Makeup,"Item Form


Cream




Brand


Smashbox




Use for


Face




Specific Uses For Product


Uneven Skin Tone




Skin Type


Dry",38.77 ,4.5,218
3572,B0079R6BD2,"PURA D'OR Hair Thinning Therapy 3-piece Set, Shampoo, Conditioner & Masque for Best Results, Infused with Argan Oil, Biotin & Natural Ingredients, All Hair Types, Men & Women (Packaging may vary)",Hair Care,"Ingredients


See individual packaging for full ingredient list.




Brand


PURA D'OR




Scent


Rosemary




Item Weight


3 Pounds




Item Form


Discrete Subunit",49.99 ,4.0,5720
3573,B007APTJ0U,"e.l.f. Matte Lip Color, Rich Red, 0.05 Ounce",Makeup,"Brand


E.l.f.




Item Form


Pencil




Finish Type


Matte




Item Weight


0.01 Pounds




Item Dimensions LxWxH


0.8 x 1.25 x 6.9 inches",7.99 ,4.2,199
3574,B007AS626G,"Yes To Cucumbers Calming Night Cream, 1.7 Fluid Ounce",Skin Care,"Special Ingredients


Almond Oil




Item Form


Cream




Brand


Yes To




Skin Type


Sensitive




Age Range (Description)


Adult",22.97 ,3.7,142
3575,B007B3T47Y,Moroccanoil Luminous Hairspray Strong,Hair Care,"Scent


Fragrance Originale




Brand


Moroccanoil




Item Form


Spray




Ingredients


SD ALCOHOL 40-B (ALCOHOL DENAT.), HYDROFLUOROCARBON 152A, VA/CROTONATES/VINYL NEODECANOATE COPOLYMER, OCTYLACRYLAMIDE/ACRYLATES/BUTYLAMINOETHYL METHACRYLATE COPOLYMER, AMINOMETHYL PROPANOL, PARFUM/FRAGRANCE, PEG-12 DIMETHICONE, CYCLOPENTASILOXANE, ARGANIA SPINOSA (ARGAN) KERNEL OIL. MOLHSUS01SD ALCOHOL 40-B (ALCOHOL DENAT.), HYDROFLUOROCARBON 152A, VA/CROTONATES/VINYL NEODECANOATE COPOLY…

See more





Product Benefits


Ideal for building updos with movable yet firm hold or for use as a foundation before braiding.",24.00 ,4.7,4503
3576,B007B469MG,"Avon Moisture Therapy Intensive Hand Cream for extra Dry Skin, 4.2 Ounce","Foot, Hand & Nail Care","Item Form


Cream




Brand


AVON




Use for


Hands




Skin Type


Dry




Age Range (Description)


Adult",7.99 ,4.7,452
3577,B007BIB49K,(3 Pack) E.L.F. Eyelid Primer 7501 1.5 oz each sets eye shadow for long lasting color,Makeup,"Brand


E.l.f.




Item Form


Liquid




Item Weight


0.1 Pounds




Item Dimensions LxWxH


7.1 x 2.3 x 1 inches




Age Range (Description)


Adult",13.50 ,3.9,117
3578,B007BLLO3S,"The Body Shop 1094281 Seaweed Oil-Control Gel Cream, Paraben-Free Daily Face Cream, 1.7 Oz.",Skin Care,"Item Form


Cream




Brand


The Body Shop




Skin Type


Oily, Combination




Age Range (Description)


Adult




Skin Tone


All",29.95 ,4.4,518
3579,B007C27HAA,Omnia Coral By Bvlgari Eau De Toilette Spray For Women 2.2 oz,Fragrance,"Brand


BVLGARI




Scent


Floral Fruity




Item Form


Spray




Item Weight


210 Grams




Item Volume


65 Milliliters",47.15 ,4.7,2796
3580,B007C7IVE6,"REGENEPURE - DR Shampoo, 8 Ounces + NT Shampoo, 8 Ounces",Hair Care,"Brand


REGENEPURE




Hair Type


Thin




Liquid Volume


8 Fluid Ounces




Item Weight


1.2 Pounds




Ingredients


DR: Saw Palmetto, Emu Oil, Ketoconazole, Niacin, Vitamin B3, Caffeine, Vitamin B6, L-Pathenol, Linolenic Acid, Jojoba Oil, Zinc Oxide NT: Lecithin, Saw Palmetto, Emu Oil, Niacin Vitamin B3, Caffeine, Vitamin B6, L-Pathenol, Linolenic Acid, Equisetum Arvense, Glycerin BDR: Saw Palmetto, Emu Oil, Ketoconazole, Niacin, Vitamin B3, Caffeine, Vitamin B6, L-Pathenol, Linolenic Acid, Jojoba Oil, Zinc Oxide NT: Lecithin, Saw Palmet…

See more",55.00 ,4.3,232
3581,B007CDSFKU,"NOW Solutions Organic Argan Oil, 2-Ounce",Skin Care,"Special Ingredients


Argan Oil




Item Form


Liquid




Brand


NOW




Skin Type


All




Age Range (Description)


Adult",10.17 ,4.7,1359
3582,B007CMQ9B8,ColorProof SuperRich Moisture Conditioner to Hydrate and Treat Damaged Hair,Hair Care,"Brand


ColorProof Evolved Color Care




Scent


Mojito Mint Essence




Hair Type


Dry




Liquid Volume


25.4 Fluid Ounces




Ingredients


PLEASE SEE ILS SENT OVER",34.00 ,4.6,645
3583,B007CN3HDA,Eye Charm Magic Slim Double Sided Eyelid Tape,Tools & Accessories,"Brand


Eye Charm




Item Weight


0.02 Pounds




Item Dimensions LxWxH


2.8 x 0.1 x 2.2 inches




Material Feature


Natural",3.45 ,3.4,267
3584,B007CY0EHG,"Ybf Universal Taupe Eyebrow Pencil, 0.05 Ounce",Makeup,"Brand


Ybf




Item Form


Pencil




Item Weight


0.1 Pounds




Item Dimensions LxWxH


4 x 5 x 6 inches




Skin Tone


All",29.97 ,4.6,359
3585,B007D1VGSY,"Viktor & Rolf Spicebomb Eau De Toilette Spray for Men, 3.04 Ounce",Fragrance,"Brand


Viktor & Rolf




Scent


Eau De Toilette




Item Form


Liquid




Item Weight


15 Pounds




Item Volume


3.04 Fluid Ounces",86.99 ,4.7,1413
3586,B007E5ZEK0,"Maracuja Oil by Tarte, Maracuja Seed Oil 100% Pure Skin Enhancement 1.7oz/50mL",Skin Care,"Special Ingredients


Vitamin C




Item Form


Oil




Brand


Tarte




Skin Type


Oily




Age Range (Description)


Adult",69.00 ,4.7,138
3587,B007EITOSK,"Super Sunnies Evo Flex Flexible Tanning Bed Goggles Eye Protection UV Glasses, Color May Vary, 1 Count",Skin Care,"Brand


Super Sunnies




Color


Black




Style


Classic




Item Dimensions LxWxH


3.9 x 1.5 x 0.4 inches




Ultraviolet Light Protection


Blocks over 99.9% of the UV-B rays and over 99% of UVA rays",4.80 ,4.4,10550
3588,B007HKOVIS,Too Faced Chocolate Soleil Matte Bronzing Powder Medium Deep Matte Bronzer .35 oz,Makeup,"Color


Brown




Brand


Too Faced




Finish Type


Matte




Item Weight


1 Pounds




Item Dimensions LxWxH


1 x 1 x 1 inches",67.94 ,4.4,144
3589,B007HLWNT6,"Dr. Denese SkinScience HydroShield Hydrating Dream Cream Advanced Hydration with Retinol, Peptides & Cermides To Help Maintain Moisture Tone & Elasticity - Reduce the Look of Fine Lines - 3.4oz",Skin Care,"Item Form


Cream




Brand


Dr. Denese




Use for


Face




Skin Type


All




Age Range (Description)


Adult",32.61 ,4.8,263
3590,B007HTSVAS,"Fake Bake Flawless Self-Tanning Liquid | Streak-Free, Long-Lasting Sunless Natural Glow For All Skin Tones | Black Coconut Scent | Includes Professional Tanning Mitt For Easy Application | 6 oz",Skin Care,"Brand


Fake Bake




Ingredients


Water (Aqua), SD Alcohol 40-B, Dihydroxyacetone, Dimethyl Isosorbide, Propylene Glycol, Glycerin, Polysorbate 80, Erythrulose, Tetrasodium EDTA, Fragrance (Parfum), Blue 1 (C 42090), Yellow 5 (19140), Red 40 (CI 16035), CoumarinWater (Aqua), SD Alcohol 40-B, Dihydroxyacetone, Dimethyl Isosorbide, Propylene Glycol, Glycerin, Polysorbate 80, Erythrulose, Tetrasodium EDTA, Fra…

See more





Skin Tone


Fair, Medium, MediumDark, Deep




Product Benefits


Radiant Tan




Item Weight


0.53 Pounds",27.57 ,4.4,12520
3591,B007I6SQEQ,"Nature By Canus Bar Soap, Lavender Oil, 5 Oz, With Fresh Canadian Goat Milk, Vitamin A, B3, Potassium, Zinc, and Selenium",Skin Care,"Item Form


Solid




Brand


Nature by Canus




Scent


Lavender




Skin Type


Dry




Ingredients


Sodium Palmate, Sodium Palm Kernelate, Aqua/Water/Eau/Agua, Caprae Lac/Goat Milk/Lait de Chèvre/Leche de Cabra, Glycerin, Parfum/Fragrance/Fragancia, Lavandula Hybrida Oil, Sodium Chloride, Sodium Gluconate, Titanium Dioxide, Tetrasodium Glutamate Diacetate, Citric Acid, Sodium Hydroxide, Linalool.Sodium Palmate, Sodium Palm Kernelate, Aqua/Water/Eau/Agua, Caprae Lac/Goat Milk/Lait de Chèvre/…

See more",5.74 ,4.5,469
3592,B007IAE5WY,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,Bath,"Item Dimensions LxWxH


35 x 11 x 1 inches




Size


Pack of 3




Color


Blue Yellow and Pink




Material


Nylon




Brand


SALUX",12.50 ,4.7,8923
3593,B007IM3RZI,"Mane 'n Tail Original Shampoo & Conditioner,16 oz each",Hair Care,"Brand


Mane 'n Tail




Item Weight


2.28 Pounds




Hair Type


All",15.99 ,4.2,439
3594,B007ISRNCA,Bed Head BH311 Blue Raspberry Conical Styler,Hair Care,"Size


1 Count (Pack of 1)




Color


Blue




Brand


Bed Head




Material


Ceramic




Item Dimensions LxWxH


5.5 x 16.25 x 3.25 inches",44.09 ,4.6,338
3595,B007ISRNJS,"Bed Head Curlipops Clamp-Free Curling Wand, 1 inch",Hair Care,"Hair Type


All




Size


1 inch




Color


Orange/White




Brand


Bed Head




Material


Metal",15.74 ,4.5,12991
3596,B007IVTA0U,"As I Am Smoothing Gel, 8 Ounce",Hair Care,"Brand


As I Am




Item Form


Gel




Ingredients


Aqueous (Water, Aqua Purificade, Purified) Extracts: Beta Vulgaris (Beet) Root1, Aloe Barbadensis Leaf Juice1, Glycerin1, Triethanolamine, Carbomer, Hydrolyzed Wheat Protein2, Laureth-23, Potassium Sorbate, Diazolidinyl Urea, Iodopropynyl Butylcarbamate, Fragrance/Parfum, Limonene.Source: 1-Natural; 2-Wheat Derived.Aqueous (Water, Aqua Purificade, Purified) Extracts: Beta Vulgaris (Beet) Root1, Aloe Barbadensis Leaf Juice1, Glycerin1, Triethanolamine, Carbomer, Hydro…

See more





Hair Type


Curly




Liquid Volume


8 Milliliters",9.72 ,4.6,859
3597,B007IVW5M0,"As I Am Curling Jelly, 8 Ounce",Hair Care,"Scent


Clean Scent




Brand


I AM




Item Form


Cream




Ingredients


Aqua/Water/Eau, Glycerin, Hydroxyethylcellulose, Betaine, Aloe Barbadensis Leaf Juice Extract, Pectin, Beta Vulgaris (Beet) Root Extract, Xanthan Gum, Tocopheryl Acetate, Potassium Sorbate, Fragrance/Parfum, Diazolidinyl Urea, Iodopropynyl Butylcarbamate, Coumarin, Limonene.Aqua/Water/Eau, Glycerin, Hydroxyethylcellulose, Betaine, Aloe Barbadensis Leaf Juice Extract, Pectin, Beta Vulgaris (Beet) Root Extract, Xanthan Gum, Toc…

See more





Product Benefits


Frizz Control",9.95 ,4.4,2691
